cgi_id	gene_id
cgi233	557812;492707
cgi2330	798740
cgi2331	791595
cgi2332	791595;108190299
cgi2333	555590
cgi2334	555590
cgi2335	768125
cgi2336	30141
cgi2337	550561
cgi2338	569346
cgi2339	569346
cgi234	558430
cgi2340	572372
cgi2341	797834
cgi2342	100150488
cgi2343	569045
cgi2344	323951
cgi2345	327438
cgi2346	562912
cgi2347	558044
cgi2348	558044
cgi2349	564565
cgi235	110439261;80353
cgi2350	336830;567170
cgi2351	566993
cgi2352	793850
cgi2353	100534782
cgi2354	793341
cgi2355	100150229
cgi2356	100038799
cgi2357	101885998
cgi2358	101885998
cgi2359	407699;101886059
cgi236	562379;117234
cgi2360	101886900
cgi2361	563428
cgi2362	494101
cgi2363	494101
cgi2364	393683
cgi2365	557239
cgi2366	557239
cgi2367	777717
cgi2368	777717
cgi2369	100002086
cgi237	562379
cgi2370	562372;567657
cgi2371	568910
cgi2372	568910
cgi2373	450085
cgi2374	569444;569395
cgi2375	569444
cgi2376	569210;569257
cgi2377	57952
cgi2378	137495624;337220;100001676
cgi2379	137495624;561123
cgi238	141385604
cgi2380	553415
cgi2381	553415
cgi2382	564545
cgi2383	564545
cgi2384	564545
cgi2385	564545
cgi2386	405863
cgi2387	563965
cgi2388	563965;141385591
cgi2389	796318
cgi239	541317;393744
cgi2390	402923
cgi2391	402923;141385595;450035
cgi2392	402923;141385595;30129
cgi2393	402923;141385595;30129
cgi2394	558477
cgi2395	558547
cgi2396	141385599
cgi2397	141385599
cgi2398	793444
cgi2399	336118
cgi24	323208;393364
cgi240	564991
cgi2400	100002155
cgi2401	137495629
cgi2402	406680
cgi2403	100538174
cgi2404	798771
cgi2405	798771
cgi2406	563823;100000978
cgi2407	415105
cgi2409	103911111
cgi241	564991
cgi2411	30418
cgi2412	393390
cgi2413	393390
cgi2414	798741
cgi2415	103911113
cgi2416	103911113
cgi2417	103911113
cgi2418	103911113
cgi2419	103911113
cgi242	100004402
cgi2420	101886959;797835
cgi2421	795038
cgi2422	30316
cgi2423	436769;101886347
cgi2424	414273
cgi2425	503960
cgi2426	192340
cgi2428	325735
cgi2429	101882537
cgi243	553239
cgi2430	100331745
cgi2431	141385623;406264;570240
cgi2432	141385623;393927
cgi2433	141385627;573084
cgi2434	492468;560957
cgi2435	560219
cgi2436	553433
cgi2437	569883
cgi2438	566022
cgi244	559327
cgi2440	568064
cgi2441	101884856
cgi2442	141385635;567599
cgi2443	556406
cgi2445	568626
cgi2446	404608;541403
cgi2447	100006713
cgi2448	327124;282677
cgi2449	327124;393174
cgi2450	327124;100536782
cgi2451	327124;100536782
cgi2452	327124;797998;100330645
cgi2453	327124;100330645
cgi2454	327124;100004180
cgi2455	557232
cgi2456	565190
cgi2457	101885179
cgi2458	325530;560100
cgi2459	562343;100334259;100537779
cgi246	141385733
cgi2460	100334259;100002814
cgi2461	100334259;561355
cgi2462	100334259;561355
cgi2463	565774;492816
cgi2464	557360
cgi2465	559603
cgi2466	559520
cgi2467	402958
cgi2468	137495654
cgi2469	327108
cgi247	100000190
cgi2471	436764
cgi2472	436764
cgi2473	436764
cgi2474	563670
cgi2475	563670
cgi2476	794892
cgi2477	353225
cgi2478	30298
cgi2479	795709;321621
cgi248	100149983
cgi2480	797680
cgi2481	798052
cgi2482	568779
cgi2483	568779
cgi2484	568779;100535048
cgi2485	101885883;30738
cgi2486	30738;560607
cgi2487	777712
cgi2488	325802
cgi2489	325802;449875
cgi2490	325802;449875
cgi2491	325802;449875
cgi2492	101055497
cgi2493	415189
cgi2494	100334158
cgi2495	100334158
cgi2496	30688;141385684
cgi2497	30688;141385684
cgi2498	100000823
cgi2499	561384;141385683
cgi25	100332762
cgi250	100000935;560041
cgi2500	141385683;58132
cgi2501	449796
cgi2502	100329446
cgi2503	100317089
cgi2504	562358
cgi2505	767705
cgi2506	492769
cgi2507	100006345
cgi2508	100006345;141385690
cgi2509	100006320;553952
cgi251	570746
cgi2510	100319235
cgi2511	445235
cgi2512	100330008
cgi2513	101448000
cgi2514	101448000
cgi2515	100535087
cgi2516	100535087
cgi2517	100535087;562764
cgi2518	100535087
cgi2519	141385692
cgi252	100000640
cgi2522	100334375
cgi2523	100334375;141385697
cgi2524	100334375
cgi2525	101883074
cgi2526	445486
cgi2527	30455
cgi253	100000640
cgi2530	100332331
cgi2531	101883194
cgi2532	101883194
cgi2533	101883194
cgi2534	100002878
cgi2535	100002878
cgi2536	568758
cgi2537	561451
cgi2538	561451
cgi2539	561451
cgi254	100000151
cgi2540	561451
cgi2541	561451
cgi2542	100002601;141385698
cgi2543	554136
cgi2544	554136;550234
cgi2545	100000720
cgi2546	100000720
cgi2547	100000720
cgi2548	393656
cgi2549	286777
cgi255	692255
cgi2550	286777
cgi2551	286777
cgi2553	30071
cgi2554	30071
cgi2555	556870
cgi2556	556870
cgi2557	556870
cgi256	568646
cgi2566	393659;403038
cgi2567	402930
cgi2568	402930
cgi2569	402930;141385701
cgi257	141385860;793810
cgi2570	60637
cgi2571	60637
cgi2572	60637
cgi2573	100151196
cgi2574	100151196;100332847
cgi2575	100332847
cgi2576	101884973
cgi2577	405847
cgi2578	141385862
cgi258	141385860;565702
cgi259	141385860;30230
cgi26	100332762
cgi260	141385860;30630
cgi2609	141386406
cgi261	561122
cgi2610	141386406
cgi2611	141386406
cgi2612	141386406
cgi2613	141386406
cgi2614	141386406
cgi2615	141386406
cgi2616	141386406
cgi2617	141386406
cgi262	100318301
cgi2624	141375082
cgi2625	141375082
cgi2626	141375082
cgi2627	141375082
cgi2628	141375082
cgi2629	141375082
cgi263	573207;405840
cgi2630	141375082
cgi2631	141375082
cgi2632	141375082
cgi2633	141375082
cgi2634	141375082
cgi2635	141375082
cgi264	100005538
cgi265	100005538
cgi266	100005589
cgi267	553403
cgi2674	338225
cgi2675	338225;563244
cgi2676	100009623
cgi2677	100009623
cgi2678	100009623
cgi2679	100009623;619257
cgi268	141386116;100006043
cgi2680	100005105
cgi2681	100005105
cgi2682	100005105
cgi2683	100005105
cgi2684	100535713
cgi2685	100535713
cgi2686	393460
cgi2687	393460
cgi2688	393460
cgi2689	403021
cgi269	141386123;565077
cgi2690	100333252
cgi2691	100333252
cgi2692	100333177
cgi2693	100333177
cgi2694	100333177
cgi2695	100003679
cgi2696	100003679
cgi2697	100003679
cgi2698	100003679;780835
cgi2699	767726
cgi27	100332762;407680
cgi270	141386123;565077
cgi2700	751739
cgi2701	100333113
cgi2702	100537138
cgi2703	100537138
cgi2704	321731;402970
cgi2705	406569
cgi2706	101886547
cgi2707	557729
cgi2708	557729;406514
cgi2709	100005420
cgi271	565077
cgi2710	570828
cgi2711	570828
cgi2712	569855
cgi2713	569855
cgi2714	100334518
cgi2715	492354
cgi2716	492354
cgi2717	100334891
cgi2718	100334891
cgi2719	100334958
cgi2723	141386151
cgi2724	141386151
cgi2725	141386151
cgi2726	564934
cgi2727	564934
cgi2728	564934
cgi2729	564934
cgi273	402816
cgi2730	564934
cgi2731	564934;141386152
cgi2732	564934;141386152
cgi2733	564934
cgi2735	141386154
cgi2736	141386154
cgi2737	141386154
cgi2738	141386154
cgi2739	141386154
cgi274	562171
cgi2740	558065
cgi2741	569107
cgi2742	569107
cgi2743	569107
cgi2744	798514
cgi2747	570960
cgi2748	570960
cgi275	572548
cgi2750	404615
cgi2751	404615
cgi2752	571986
cgi2753	571986
cgi2754	571986
cgi2755	393305
cgi2756	140819
cgi2757	140819
cgi2758	100003413
cgi2759	101882107
cgi276	564207
cgi2760	101882107
cgi2761	321064
cgi2762	799638;321504
cgi2763	799504
cgi2764	378441
cgi2765	393676
cgi2766	326734;141386160
cgi2767	337675
cgi2768	393217
cgi2769	100000009
cgi277	767769;678549
cgi2770	100000009
cgi2771	100000009
cgi2772	448857
cgi2773	448857
cgi2774	100332617
cgi2775	100332617
cgi2776	100332617
cgi2777	137495912;58057
cgi2778	137495912
cgi2779	137495912
cgi278	565975
cgi2780	137495912;141386162
cgi2781	137495912;100004118
cgi2782	100004118
cgi2783	100004118
cgi2784	100004118
cgi2785	100004118
cgi2787	141386167
cgi2788	794828;141386175
cgi2789	447831;327268
cgi279	192124
cgi2790	447831;327268
cgi2791	100141331
cgi2792	393154
cgi2793	30299
cgi2794	100332121
cgi2795	792524
cgi2796	792524
cgi2797	402875
cgi2798	368824;30543
cgi2799	368823
cgi28	100144570
cgi280	30155;141386130
cgi2800	368822
cgi2801	368737
cgi2802	555525
cgi2803	137495917;100149956;335737
cgi2804	567944;550464
cgi2805	797681
cgi2806	797681
cgi2807	558396
cgi2808	30412
cgi2809	415197;406299
cgi281	30155
cgi2810	559806;100005567
cgi2811	100005567;559521
cgi2812	100005567;559521
cgi2813	100005567;559447;141386189
cgi2814	100005567;559447
cgi2815	100005567;559447
cgi2816	100005567;559447
cgi2817	100005567
cgi2818	100005567;100536063
cgi2819	100005567;101884757
cgi282	794006;571741
cgi2820	100005567;560289
cgi2821	100005567;560289
cgi2822	100005567;322961
cgi2823	100005567
cgi2824	566674
cgi2825	566674
cgi2826	325536
cgi2827	556400
cgi2828	561242
cgi2829	561095
cgi283	794006;571741
cgi2830	777721
cgi2831	561438
cgi2832	751628
cgi2833	436679
cgi2834	103911182;406786
cgi2835	100151488
cgi2836	562822;570653
cgi2837	378720;140747
cgi2838	407667;794175
cgi2839	407667
cgi284	100537580
cgi2840	407667;557095
cgi2841	407667;100037347;393779
cgi2842	407667;100037347
cgi2843	407667;492608
cgi2844	407667
cgi2845	103911184
cgi2846	550231
cgi2847	564608
cgi2848	564351
cgi2849	678560;141386203
cgi285	100537580
cgi2850	137495836
cgi2852	101882262;30321
cgi2853	751681
cgi2854	445098
cgi2855	100321881
cgi2856	100321881
cgi2857	245948
cgi2858	245948
cgi2859	100148154
cgi286	555616;137495637
cgi2860	100148154
cgi2861	100006062
cgi2862	795084
cgi2863	794176
cgi2864	497384
cgi2865	326091
cgi2866	393677;100331775
cgi2867	560455
cgi2868	560455
cgi287	101886283
cgi2870	563983
cgi2871	30227
cgi2872	100331939
cgi2873	333996
cgi2874	100332594
cgi2875	100537559
cgi2876	137490211;100001699
cgi2877	393315
cgi2878	141386270;557661
cgi2879	141386270
cgi288	101886283
cgi2880	558502
cgi2881	141386287;141386289;558920
cgi2882	141386287;573024
cgi2883	260407
cgi2884	560357
cgi2885	797682
cgi2886	555217
cgi2887	557789;797063
cgi2888	335707
cgi2889	114446;110438688
cgi289	101886283
cgi2890	114446
cgi2891	566023
cgi2892	751666;566492
cgi2893	100126029
cgi2894	566602
cgi2895	796345
cgi2896	797613
cgi2897	794807
cgi2898	107988039;30548
cgi2899	107988039;30548
cgi29	792623
cgi290	797949
cgi2900	101884737
cgi2901	137495884
cgi2902	100000492
cgi2903	100000492
cgi2904	792410
cgi2905	100000252
cgi2906	799570
cgi2907	445244
cgi2908	100005879;141386313
cgi2909	557734
cgi291	445108
cgi2910	557734
cgi2911	445400;100134972
cgi2912	335449
cgi2913	101883640
cgi2914	137490239;30288
cgi2915	137490239;30288
cgi2916	137490239
cgi2918	492332
cgi2919	445374
cgi292	557394
cgi2920	322209
cgi2921	406755
cgi2922	554532
cgi2923	563748;553191
cgi2924	336613
cgi2925	799124;566922
cgi2926	799124;566922
cgi2927	566922
cgi2928	141386322;494084
cgi2929	564511
cgi2930	337131
cgi2931	793996
cgi2932	793996
cgi2933	793996
cgi2934	103911260;569131
cgi2935	103911260;569046
cgi2936	325609
cgi2937	568954;325401
cgi2938	568954
cgi2939	568283
cgi294	751654
cgi2940	567611
cgi2941	386663;101883682
cgi2942	386663;436662
cgi2943	386663;100332423
cgi2944	386663;100332423
cgi2945	100330147
cgi2946	100330147
cgi2947	101884863;322508
cgi2948	436962
cgi2949	541411
cgi295	751654
cgi2950	560290
cgi2951	100001129
cgi2952	767678
cgi2953	561567
cgi2954	100001530
cgi2955	447895
cgi2956	449927
cgi2957	567243
cgi2958	570678;568527
cgi2959	100534787
cgi296	751654;797503
cgi2960	100333566
cgi2961	100333566
cgi2962	569047
cgi2963	569047
cgi2964	569047
cgi2965	567355
cgi2966	497613
cgi2967	571349
cgi2968	571349
cgi2969	30689
cgi297	797503
cgi2970	569183
cgi2971	569183
cgi2972	555793;555945
cgi2973	555864
cgi2974	555284
cgi2975	555284
cgi2976	796298
cgi2977	100332241
cgi2978	567181
cgi2979	492708
cgi298	137490027;266752
cgi2980	492708;137496015;100033605
cgi2981	564220
cgi2982	564220
cgi2983	564220
cgi2984	100538309
cgi2985	100538309;796761
cgi2986	558013
cgi2987	556950
cgi2988	100333587
cgi299	137490027;266752
cgi2990	100150068
cgi2991	101883166
cgi2992	562857
cgi2993	558552
cgi2994	387530
cgi2995	324365
cgi2996	560341
cgi2997	560341
cgi2998	567095
cgi2999	567095
cgi30	792623
cgi300	30214
cgi3000	570738
cgi3001	795522
cgi3002	570753
cgi3003	570753;141386365
cgi3004	571050
cgi3005	141386368;570923
cgi3006	323055
cgi3007	404630
cgi3008	404630
cgi3009	571083
cgi301	100037355
cgi3010	386850;100332260
cgi3011	571143
cgi3012	570133;137496027
cgi3013	100334210
cgi3014	100334210
cgi3015	568593
cgi3016	393328
cgi3017	497348
cgi3018	406796
cgi3019	406796
cgi302	797711
cgi3020	393338
cgi3021	541376
cgi3022	541376;141386380
cgi3023	141386380;664772;393713
cgi3024	768156;768130
cgi3025	768156;450013
cgi3026	562364;108179103
cgi3027	794293
cgi3028	100005000
cgi3029	100005000
cgi303	797711
cgi3030	553360
cgi3031	572215
cgi3032	100004700
cgi3033	447819
cgi3034	447819
cgi3036	137496031
cgi3037	137496031
cgi3039	100536716
cgi304	567804
cgi3040	100536716
cgi3041	100536716
cgi3042	100332905
cgi3043	405844
cgi3044	405844
cgi3045	559303
cgi3046	559303
cgi3047	100537363
cgi3048	100537363
cgi3049	405789
cgi305	567804
cgi3051	404631
cgi3052	404631
cgi3053	404631
cgi3054	561863
cgi3055	561863
cgi3056	561863
cgi3057	561924
cgi3058	561924
cgi3059	338183
cgi306	567804
cgi3060	338183
cgi3061	100334461
cgi3062	141386403
cgi3063	141386403;141386394
cgi3064	137495897;100329520
cgi3065	137495897;100329520
cgi3066	100330669
cgi3067	100330669
cgi3068	141386395;100329563
cgi3069	100329563
cgi307	567500
cgi3070	619270
cgi3071	799771
cgi3072	141386393;798575
cgi3073	141386393;798575
cgi3074	141386393;798575
cgi3075	378855
cgi3076	378855
cgi3077	436853
cgi3078	436853
cgi3079	436853;378727
cgi308	567500
cgi3080	436853;378727
cgi3081	436853;378727
cgi3082	100329381;327507
cgi3083	334271
cgi3084	393546
cgi3085	393546
cgi3086	393546
cgi3087	103910356
cgi3088	103910356;503530
cgi309	141386142
cgi3090	450055
cgi3091	450055
cgi3092	100148073
cgi3093	100148073;335288
cgi3094	100148073
cgi3095	100148073
cgi3097	30116
cgi3098	30116
cgi3099	30116
cgi31	792623;30715
cgi310	555482
cgi3100	30116
cgi3101	30116
cgi3102	569207
cgi3103	569207
cgi3104	569207
cgi3105	569207
cgi3107	405874
cgi3108	100000545
cgi311	799721
cgi3110	101884617
cgi3111	101884617
cgi3112	101884617;141375466
cgi3113	101884617;141375461;141375472
cgi3114	101884617;141375467
cgi3115	101884617;141375462;141375470
cgi3116	101884617;141375468
cgi3117	101884617;141375463;141375471
cgi3118	101884617
cgi3119	560420
cgi312	141386172;101883524
cgi3120	560420
cgi3121	560420;100333928
cgi3122	560420;100333928
cgi3123	560420;100333928
cgi3124	560420;100333928
cgi3125	560420;100333928
cgi3126	560420;100333928
cgi3127	100333928;101886393
cgi3128	100333928;101886393
cgi3129	100333928;101886393
cgi313	565042
cgi3130	100333928;101886393
cgi3131	100333928;321681
cgi3132	100333928;393420
cgi3133	100333928;393420
cgi3134	100333928;393420
cgi3135	100333928;415099
cgi3136	100333928;101886622;110439911
cgi3137	100333928;101886622;110439911
cgi3138	100333928;101886622;110439911
cgi3139	100333928;101886622
cgi314	436951
cgi3140	100333928;101886622
cgi3141	100333928;101886622;407638
cgi3142	100333928;101886622;407638
cgi3143	100333928;101886622
cgi3144	101886622;141375234;141375232
cgi3145	101886622;141375234;141375231
cgi3146	101886622;100004555
cgi3147	101886622;100536128
cgi3148	101886622;101886933
cgi3149	327566
cgi315	403307
cgi3150	100330290
cgi3151	100330290
cgi3152	100003353
cgi3153	100003353
cgi3154	562348
cgi3157	100150119
cgi3158	100332327
cgi3159	494050
cgi316	403307
cgi3160	494050;141375261;141375263
cgi3161	494050
cgi3162	494050
cgi3163	393968
cgi3165	141375262;562834
cgi3166	570849
cgi3168	245949
cgi3169	565268
cgi317	571795
cgi3170	565268
cgi3171	100005501
cgi3172	100004011;137496134
cgi3173	137496134
cgi3174	103908687;100004171
cgi3175	100004171;563490
cgi3176	100006263
cgi3177	100006331;137496138
cgi3178	137496138;100004810
cgi3179	571135;137496131
cgi318	562640
cgi3180	137496131
cgi3181	100038789
cgi3182	100004510;368227
cgi3183	368227;100536401
cgi3184	100331412
cgi3185	563900
cgi3186	137487299
cgi3187	562307;137496132
cgi3188	562307;137496132
cgi3189	564549;564610
cgi319	100001485;100001560
cgi3190	100000574;564421
cgi3191	100000574;564421;103911339
cgi3192	100000574;100000857
cgi3193	137496133
cgi3194	137496133;100001004
cgi3196	137496127
cgi3197	137496127;100537402
cgi3198	570405
cgi3199	570405;100003969
cgi32	30715
cgi320	571851
cgi3200	100003969
cgi3201	100330556;103911342
cgi3202	100330556;103911342
cgi3203	100330556;137496128
cgi3204	100330556
cgi3205	100330556;141375023;100151041;137496136
cgi3206	141375023;100151041;565341
cgi3207	767782
cgi3208	100538106;137496137
cgi3209	554094
cgi321	570074
cgi3210	554094
cgi3213	553782
cgi3214	101884025
cgi3215	101884025
cgi3216	562365
cgi3217	565810
cgi3218	402858
cgi3219	402858
cgi322	558977
cgi3220	323320;100330824
cgi3221	323320;100330824
cgi3222	101882011;141375456
cgi3223	30625;141375284
cgi3224	141375284;101669768;108190855
cgi3225	141375284;101669768;108190855
cgi3226	323012;447900
cgi3227	559340
cgi3228	559340
cgi3229	559340;141375288
cgi323	560840
cgi3230	559340;141375288
cgi3231	559340
cgi3232	559340
cgi3233	557798
cgi3234	768122;100007575
cgi3235	100007575
cgi3236	796228
cgi3237	137496077
cgi3238	554131
cgi3239	141375293
cgi324	560913
cgi3240	141375293
cgi3241	141375293;373869
cgi3242	141375293;373869
cgi3243	492511
cgi3244	324407
cgi3245	324407
cgi3246	324407
cgi3248	100332050
cgi3249	100332050
cgi325	560913
cgi3250	100332050
cgi3251	100332050;751785
cgi3252	751785;141375297
cgi3253	405798
cgi3254	64277
cgi3255	393126
cgi3256	100003660
cgi3257	100003660
cgi3258	100003660
cgi3259	100003660;100003148
cgi326	560986
cgi3260	100003660;100003148
cgi3261	100003660;141375309;100534674
cgi3262	100003660;141375309;100534674
cgi3263	100003660;101882109
cgi3264	100003660;101882109
cgi3265	100003660;569582
cgi3266	100003660;569582
cgi3267	100003660
cgi3268	100534944
cgi3269	100534944
cgi327	561194
cgi3270	100005880
cgi3271	571626
cgi3272	100005520;100334146;569398
cgi3273	569398
cgi3274	405859
cgi3275	405859
cgi3276	393888
cgi3277	323155;100191018
cgi3278	544651
cgi328	494081
cgi3280	798577
cgi3281	108190639
cgi3282	245702
cgi3283	245702
cgi3284	550331
cgi3286	137496159;550430
cgi3287	550430
cgi3288	550430
cgi3289	141375331;100333160
cgi3290	550348
cgi3291	550348
cgi3292	494450
cgi3293	394047
cgi3294	141375327;793997
cgi3295	793997;101884625
cgi3296	326078
cgi3297	557363
cgi3298	557297
cgi3299	100331601
cgi33	30715
cgi330	562710
cgi3300	100331601
cgi3301	100331601
cgi3302	557645
cgi3303	570544
cgi3304	570481
cgi3305	570481
cgi3306	570481
cgi3307	570481
cgi3308	101884490
cgi3309	101884490
cgi3310	550517
cgi3311	405804
cgi3312	799686
cgi3313	561440
cgi3314	100535117
cgi3315	792456
cgi3316	793560
cgi3317	564431
cgi3318	561771;569643
cgi3319	561771;794738
cgi3320	100000332
cgi3321	323630
cgi3322	794943
cgi3323	794943
cgi3324	796299;568864
cgi3325	569132
cgi3326	567542
cgi3327	567542
cgi3328	568230
cgi3329	797988;568584
cgi3330	568584
cgi3331	101882165;114378
cgi3332	101882165;114378
cgi3333	114378
cgi3334	114378
cgi3335	114378;556678
cgi3336	100004398;100004610
cgi3337	556158
cgi3338	556158
cgi3339	393180
cgi334	562925
cgi3340	406277
cgi3341	557528;573001
cgi3342	573001
cgi3343	572785
cgi3344	393444
cgi3345	114466;141375353
cgi3347	565203;565122
cgi3348	565799
cgi3349	566010
cgi335	562925
cgi3351	335357
cgi3352	566226
cgi3353	566226
cgi3354	100333297
cgi3355	327495
cgi3356	572549
cgi3357	572549
cgi3358	572549;100007768
cgi3359	100007704
cgi336	563517
cgi3360	100007704
cgi3361	141375358;564754
cgi3362	141375358;564754
cgi3363	141375358;564754
cgi3364	559677
cgi3365	559677
cgi3366	100170790;559449
cgi3367	100170790;559449
cgi3368	100005996
cgi3369	100005996
cgi337	103909193;100033568;100033564
cgi3370	192334
cgi3371	324188
cgi3372	324188
cgi3373	103911379
cgi3374	103911379
cgi3375	100003680
cgi3376	100003245
cgi3377	378987
cgi3378	100003958
cgi3379	565556
cgi338	100334658
cgi3380	64812
cgi3381	100004597
cgi3382	100005106
cgi3383	567154
cgi3384	567154
cgi3385	567154
cgi3386	563432;141375371
cgi3388	141375373;566660
cgi3389	503728;492472
cgi339	564697
cgi3390	324948
cgi3391	325319
cgi3392	325319
cgi3393	568997;569049
cgi3394	406390
cgi3395	794664
cgi3396	393801
cgi3397	569483
cgi3398	795255;326786
cgi3399	386808
cgi34	30715
cgi340	564697;101885235
cgi3400	336598
cgi3401	336598
cgi3402	336598
cgi3403	336598
cgi3404	137496172;100093706
cgi3405	554722
cgi3406	137496174;556842
cgi3407	30151
cgi3408	569968
cgi3409	560936
cgi341	373866
cgi3410	566044;570359
cgi3411	406642
cgi3412	100151141
cgi3413	555285
cgi3414	378845
cgi3415	436705
cgi3416	555654
cgi3417	323089
cgi3418	58118
cgi3419	560573
cgi342	449616
cgi3420	402919;559036
cgi3421	402919;559036
cgi3422	559304
cgi3423	100330353
cgi3424	565419
cgi3425	541475;560235
cgi3426	335907
cgi3427	100007670
cgi3428	100007463
cgi3429	100007463
cgi343	114403
cgi3430	100007598
cgi3431	100170817
cgi3432	116992
cgi3433	550571
cgi3434	100150917
cgi3435	503946
cgi3436	565213
cgi3437	561772
cgi3438	768189
cgi3439	561989
cgi344	562018
cgi3440	101884807
cgi3441	474317;110439935
cgi3442	474317;110439935
cgi3443	573346
cgi3444	573346
cgi3447	141375396
cgi3448	553363
cgi3449	553363
cgi345	562018
cgi3451	572355
cgi3453	137496101
cgi3456	751108
cgi3457	568678
cgi3458	141375405;140815
cgi3459	794545
cgi346	562018
cgi3460	550397
cgi3461	404039
cgi3462	497383
cgi3463	338317
cgi3464	553380
cgi3465	553380
cgi3466	100150701
cgi3467	100330508;559524
cgi3468	100330508;553264
cgi3469	100330508;559167;554156
cgi347	100534837
cgi3470	100330508;559167;554156
cgi3471	100330508;100330371
cgi3472	100330508;100330371
cgi3473	100330508;569903;569875
cgi3474	100330508
cgi3475	325033
cgi3476	325033
cgi3477	393275
cgi3478	405399
cgi3479	30269;137490296
cgi348	100534837
cgi3480	30269
cgi3481	101886520;30243
cgi3482	101886520;30243
cgi3483	368473
cgi3484	562473;393138
cgi3485	562140
cgi3486	100000303
cgi3487	327551
cgi3488	561773
cgi3489	561773
cgi349	100534837
cgi3490	799963
cgi3491	406814
cgi3492	110439938
cgi3493	110439938
cgi3494	564205
cgi3495	30461
cgi3496	30461
cgi3497	30461;141375104
cgi3498	100149436
cgi3499	445074
cgi35	30715
cgi350	100534837
cgi3500	573266;141375106
cgi3501	327396;141375108
cgi3502	793103
cgi3503	793103
cgi3504	793103
cgi3505	406359
cgi3506	555865;30188
cgi3507	565481
cgi3508	565481
cgi3509	565481
cgi351	557882;100332340
cgi3510	565481
cgi3511	565481
cgi3512	565481
cgi3513	565481
cgi3514	141375118
cgi3516	565811
cgi3517	565811;103911415
cgi3518	565811;103911415
cgi352	557882;100332340
cgi3521	796987
cgi3522	556807
cgi3523	556807
cgi3524	497505;564555
cgi3525	497505;564555
cgi3526	497505;564555
cgi3527	497505;393229
cgi3528	497505;323346
cgi3529	497505;399483
cgi353	557882;30511
cgi3530	559451
cgi3531	100149571
cgi3532	100149571;100333057
cgi3533	553656
cgi3534	30478
cgi3535	100001423;560295
cgi3536	564462
cgi3537	569538
cgi3538	570024
cgi3539	100536769;137496216;406204
cgi354	641491
cgi3540	100536769;101886606
cgi3541	794462
cgi3542	559878
cgi3543	794153
cgi3544	334183;335974
cgi3545	322545;570448
cgi3546	322545;570448
cgi3547	100149569;100270671
cgi3548	407985
cgi3549	407985
cgi355	794079
cgi3550	407985
cgi3551	100151220
cgi3552	566787
cgi3554	327352
cgi3555	570565
cgi3556	560364;30488
cgi3557	560364;100149007
cgi3558	560364;100149007
cgi3559	560364;100149007
cgi356	794408;101887127
cgi3560	560364;565126;100006612
cgi3561	560364;100006612
cgi3562	560364;100006612
cgi3563	100149732
cgi3564	110439952;30544
cgi3565	100001532
cgi3566	141375168;141375166
cgi3567	141375168;141375469;100033751
cgi3568	141375168;141375469;100033751
cgi3569	141375168;141375469;137494201
cgi357	562769;768146
cgi3570	141375168;137495136
cgi3571	141375168
cgi3572	141375164;557813
cgi3573	141375164;565342
cgi3574	100003333
cgi358	30701
cgi3582	563901
cgi3583	563901
cgi3584	563901
cgi3585	563901
cgi3586	563901
cgi3587	563901
cgi3588	563901
cgi3589	563901;573378
cgi359	30701
cgi3590	563901;100535608
cgi3591	563901
cgi3592	555504
cgi3593	555504
cgi3594	555504
cgi3595	555504
cgi3596	555504
cgi3598	266983
cgi3599	266983
cgi36	792477
cgi360	402871;556280
cgi3600	407698
cgi3601	407698;570435
cgi3603	378446
cgi3604	100332426;101882566
cgi3605	799847
cgi3606	100136841
cgi3607	100330122;141375184
cgi3608	100101645
cgi3609	100006454
cgi361	402871
cgi3610	335170
cgi3611	557247
cgi3612	100036549
cgi3613	436852
cgi3614	393850
cgi3615	101886040
cgi3616	101886040
cgi3617	100333211
cgi3618	100333211
cgi3619	100333211
cgi362	563273
cgi3620	100333211
cgi3621	393501
cgi3622	100101638
cgi3623	100101638
cgi3624	324466
cgi3625	571740;141375202
cgi3626	793927
cgi3627	492799
cgi3628	436939
cgi3629	101885715
cgi363	432387
cgi3631	100536963
cgi3632	100003592
cgi3635	449999
cgi3636	571391
cgi3637	100144770
cgi3638	795492
cgi3639	110351181
cgi364	30462;100536832
cgi3640	110351181
cgi3641	503763
cgi3642	555294
cgi3643	555294
cgi3644	555294
cgi3645	555294
cgi3646	141375213;101885095
cgi3647	101885095
cgi3648	101885095
cgi3649	101885095
cgi365	30462;100536832
cgi3650	101885095
cgi3651	101885491
cgi3652	101882941
cgi3653	101882941
cgi3654	101882941
cgi3655	101882941
cgi3656	101882941
cgi3657	101882941
cgi3658	101882941
cgi3659	101883122
cgi366	30462;100536832
cgi3660	141375218
cgi3661	100332841
cgi3662	100332841
cgi3663	100331748
cgi3664	571043
cgi3665	102997060
cgi3666	102997060
cgi3667	767681
cgi3668	571944
cgi3669	100329290
cgi367	399662
cgi3670	100329290;100329358
cgi3671	100332396;100329560;137496249
cgi3672	100332396;100329560;137496249
cgi3673	100329560;137496249
cgi3674	569982;100148591
cgi3675	100148591;100150038
cgi3676	100150038;100126107
cgi3677	100126107
cgi3678	436996
cgi3679	436996
cgi368	405851;436711
cgi3680	100329847;108190747
cgi3681	108190747;570115;100037379
cgi3682	570115;100334869
cgi3683	570115;100334869
cgi3684	570115;108190746
cgi3685	570115;100334559;794549
