cgi_chr	cgi_start	cgi_end	cgi_id	gene_chr	gene_start	gene_end	gene_id	strand
NC_133177.1	1014967	1015217	cgi654	NC_133177.1	1007935	1036793	100002070	-
NC_133177.1	1074391	1074700	cgi655	NC_133177.1	1056582	1079273	567460	+
NC_133177.1	1212343	1212552	cgi656	NC_133177.1	1153844	1276474	567702	+
NC_133177.1	1272888	1273122	cgi657	NC_133177.1	1153844	1276474	567702	+
NC_133177.1	1294461	1294784	cgi658	NC_133177.1	1284506	1310892	100331227	+
NC_133177.1	1341897	1342193	cgi659	NC_133177.1	1311704	1379981	100331149	-
NC_133177.1	1341897	1342193	cgi659	NC_133177.1	1339872	1362082	100331077	+
NC_133177.1	1355950	1356469	cgi660	NC_133177.1	1311704	1379981	100331149	-
NC_133177.1	1355950	1356469	cgi660	NC_133177.1	1339872	1362082	100331077	+
NC_133177.1	1449947	1450245	cgi661	NC_133177.1	1379187	1509690	108180213	-
NC_133177.1	1507448	1507691	cgi662	NC_133177.1	1379187	1509690	108180213	-
NC_133177.1	1540517	1540746	cgi663	NC_133177.1	1524353	1542769	326668	-
NC_133177.1	1584097	1584381	cgi664	NC_133177.1	1582162	1602666	101885000	+
NC_133177.1	1798524	1798764	cgi665	NC_133177.1	1773876	1800553	563147	-
NC_133177.1	1798524	1798764	cgi665	NC_133177.1	1796805	1800525	101882557	+
NC_133177.1	1842465	1842784	cgi666	NC_133177.1	1840503	2071160	110437953	+
NC_133177.1	1947809	1948368	cgi667	NC_133177.1	1840503	2071160	110437953	+
NC_133177.1	2069576	2069823	cgi668	NC_133177.1	1840503	2071160	110437953	+
NC_133177.1	2095798	2096055	cgi669	NC_133177.1	2090764	2101774	100334750	+
NC_133177.1	2098656	2098939	cgi670	NC_133177.1	2090764	2101774	100334750	+
NC_133177.1	2161928	2162855	cgi671	NC_133177.1	2161681	2173287	554127	-
NC_133177.1	2246735	2247456	cgi672	NC_133177.1	2172703	2249574	555979	-
NC_133177.1	2246735	2247456	cgi672	NC_133177.1	2240349	2247539	141377659	+
NC_133177.1	2261843	2262171	cgi673	NC_133177.1	2259805	2315953	324023	+
NC_133177.1	2314367	2314588	cgi674	NC_133177.1	2259805	2315953	324023	+
NC_133177.1	3036941	3037216	cgi675	NC_133177.1	3024773	3045490	563613	+
NC_133177.1	3047421	3047652	cgi676	NC_133177.1	3045497	3052750	402879	-
NC_133177.1	3067060	3067350	cgi677	NC_133177.1	3054198	3069309	797732	-
NC_133177.1	3067060	3067350	cgi677	NC_133177.1	3053869	3084254	101882074	+
NC_133177.1	3076185	3076417	cgi678	NC_133177.1	3053869	3084254	101882074	+
NC_133177.1	3153638	3153936	cgi679	NC_133177.1	3149246	3174563	570768	+
NC_133177.1	3270690	3271112	cgi681	NC_133177.1	3268039	3325822	60632	-
NC_133177.1	3271780	3272031	cgi682	NC_133177.1	3268039	3325822	60632	-
NC_133177.1	3437385	3437658	cgi683	NC_133177.1	3364858	3437836	751644	+
NC_133177.1	3666584	3667130	cgi684	NC_133177.1	3640797	3668417	447835	+
NC_133177.1	3687151	3687719	cgi685	NC_133177.1	3681521	3692304	797090	+
NC_133177.1	3689376	3689587	cgi686	NC_133177.1	3681521	3692304	797090	+
NC_133177.1	3704067	3704322	cgi687	NC_133177.1	3701521	3743914	403086	+
NC_133177.1	3704067	3704322	cgi687	NC_133177.1	3703606	3893472	141377726	-
NC_133177.1	3766465	3766975	cgi688	NC_133177.1	3703606	3893472	141377726	-
NC_133177.1	3766465	3766975	cgi688	NC_133177.1	3764294	3768937	403002	+
NC_133177.1	3768350	3768575	cgi689	NC_133177.1	3703606	3893472	141377726	-
NC_133177.1	3768350	3768575	cgi689	NC_133177.1	3764294	3768937	403002	+
NC_133177.1	3817029	3817270	cgi690	NC_133177.1	3703606	3893472	141377726	-
NC_133177.1	3817029	3817270	cgi690	NC_133177.1	3802082	3852298	572034	-
NC_133177.1	3849920	3850147	cgi691	NC_133177.1	3703606	3893472	141377726	-
NC_133177.1	3849920	3850147	cgi691	NC_133177.1	3802082	3852298	572034	-
NC_133177.1	3868200	3868509	cgi692	NC_133177.1	3703606	3893472	141377726	-
NC_133177.1	3868200	3868509	cgi692	NC_133177.1	3866283	3992543	378478	+
NC_133177.1	4350474	4350870	cgi694	NC_133177.1	4348566	4438687	352910	+
NC_133177.1	4351527	4351735	cgi695	NC_133177.1	4348566	4438687	352910	+
NC_133177.1	4452648	4453229	cgi696	NC_133177.1	4446325	4474356	141377733	+
NC_133177.1	4485743	4486475	cgi697	NC_133177.1	4482766	4495705	58076	+
NC_133177.1	4581460	4581938	cgi699	NC_133177.1	4579399	4637280	100126070	+
NC_133177.1	4931487	4931806	cgi700	NC_133177.1	4847503	4933914	359832	-
NC_133177.1	5025777	5026065	cgi701	NC_133177.1	5017637	5130312	559119	-
NC_133177.1	5188901	5189182	cgi702	NC_133177.1	5183938	5189345	563358	+
NC_133177.1	5267847	5268080	cgi703	NC_133177.1	5193832	5368479	497648	-
NC_133177.1	5450777	5451262	cgi704	NC_133177.1	5449541	5454695	559194	-
NC_133177.1	5524253	5524479	cgi705	NC_133177.1	5522302	5599418	100332270	+
NC_133177.1	5722433	5722894	cgi706	NC_133177.1	5712750	5724950	100005114	-
NC_133177.1	5722433	5722894	cgi706	NC_133177.1	5720296	5723943	407688	+
NC_133177.1	5937667	5937956	cgi707	NC_133177.1	5901817	5998080	777735	+
NC_133177.1	6116890	6117094	cgi708	NC_133177.1	6109345	6127782	393447	+
NC_133177.1	6493185	6493465	cgi709	NC_133177.1	6469529	6503014	566321	-
NC_133177.1	6500873	6501205	cgi710	NC_133177.1	6469529	6503014	566321	-
NC_133177.1	6500873	6501205	cgi710	NC_133177.1	6499119	6523504	101886095	+
NC_133177.1	6573275	6573573	cgi711	NC_133177.1	6519763	6585734	141377738	-
NC_133177.1	6573275	6573573	cgi711	NC_133177.1	6571086	6578841	64692	+
NC_133177.1	6582166	6582378	cgi712	NC_133177.1	6519763	6585734	141377738	-
NC_133177.1	6582166	6582378	cgi712	NC_133177.1	6581459	6584488	556921	-
NC_133177.1	6587063	6587286	cgi713	NC_133177.1	6585814	6614687	556994	-
NC_133177.1	6611767	6612726	cgi714	NC_133177.1	6585814	6614687	556994	-
NC_133177.1	7054679	7055275	cgi715	NC_133177.1	7052532	7122621	100330048	+
NC_133177.1	7317624	7318010	cgi717	NC_133177.1	7315728	7891364	558034	+
NC_133177.1	7442259	7442477	cgi718	NC_133177.1	7315728	7891364	558034	+
NC_133177.1	7442259	7442477	cgi718	NC_133177.1	7403083	7452192	558373	-
NC_133177.1	7560600	7560830	cgi719	NC_133177.1	7315728	7891364	558034	+
NC_133177.1	7560600	7560830	cgi719	NC_133177.1	7557332	7567939	768186	-
NC_133177.1	7565176	7566250	cgi720	NC_133177.1	7315728	7891364	558034	+
NC_133177.1	7565176	7566250	cgi720	NC_133177.1	7557332	7567939	768186	-
NC_133177.1	7565176	7566250	cgi720	NC_133177.1	7564128	7732455	558820	+
NC_133177.1	7902347	7902573	cgi721	NC_133177.1	7868006	7903177	373874	+
NC_133177.1	7919300	7919722	cgi722	NC_133177.1	7912960	7969222	100150834	+
NC_133177.1	8345861	8346096	cgi723	NC_133177.1	8247642	8359615	30313	-
NC_133177.1	8453026	8453608	cgi724	NC_133177.1	8400805	8459750	334273	-
NC_133177.1	8453026	8453608	cgi724	NC_133177.1	8451131	8455291	561896	+
NC_133177.1	8454342	8454545	cgi725	NC_133177.1	8400805	8459750	334273	-
NC_133177.1	8454342	8454545	cgi725	NC_133177.1	8451131	8455291	561896	+
NC_133177.1	8616225	8616429	cgi726	NC_133177.1	8600428	8659837	492795	+
NC_133177.1	8640854	8641106	cgi727	NC_133177.1	8600428	8659837	492795	+
NC_133177.1	8653974	8654178	cgi728	NC_133177.1	8600428	8659837	492795	+
NC_133177.1	9149343	9149623	cgi729	NC_133177.1	9120230	9184032	567022	+
NC_133177.1	9898223	9898586	cgi730	NC_133177.1	9895399	9905251	445061	+
NC_133177.1	9905607	9906087	cgi731	NC_133177.1	9903654	9936736	393904	+
NC_133177.1	10051642	10051914	cgi732	NC_133177.1	10051021	10095097	80972	-
NC_133177.1	10414212	10414458	cgi733	NC_133177.1	10408284	10416968	100004809	-
NC_133177.1	10414212	10414458	cgi733	NC_133177.1	10414297	10429482	406383	+
NC_133177.1	10416172	10416578	cgi734	NC_133177.1	10408284	10416968	100004809	-
NC_133177.1	10416172	10416578	cgi734	NC_133177.1	10414297	10429482	406383	+
NC_133177.1	10500187	10500391	cgi735	NC_133177.1	10498306	10505043	321383	+
NC_133177.1	10541461	10541776	cgi736	NC_133177.1	10539748	10547631	142987	-
NC_133177.1	10809832	10810033	cgi737	NC_133177.1	10765277	10811914	406420	-
NC_133177.1	11066166	11066484	cgi738	NC_133177.1	11064210	11111610	678606	+
NC_133177.1	11109710	11109969	cgi739	NC_133177.1	11064210	11111610	678606	+
NC_133177.1	11156801	11157121	cgi740	NC_133177.1	11132008	11184690	100332570	+
NC_133177.1	11453227	11453514	cgi741	NC_133177.1	11184813	11765914	137487670	-
NC_133177.1	11453227	11453514	cgi741	NC_133177.1	11356987	11455417	100005603	-
NC_133177.1	11453227	11453514	cgi741	NC_133177.1	11453249	11493040	554842	+
NC_133177.1	12075694	12076180	cgi742	NC_133177.1	12056500	12078210	641570	-
NC_133177.1	12260052	12260335	cgi743	NC_133177.1	12111308	12261958	100005373	+
NC_133177.1	12340773	12341289	cgi744	NC_133177.1	12281055	12343229	447830	-
NC_133177.1	12671132	12672268	cgi745	NC_133177.1	12350554	12842082	568429	+
NC_133177.1	12671132	12672268	cgi745	NC_133177.1	12537055	12674253	568637	-
NC_133177.1	12733346	12733652	cgi746	NC_133177.1	12350554	12842082	568429	+
NC_133177.1	12733346	12733652	cgi746	NC_133177.1	12731468	12837571	326745	+
NC_133177.1	13255919	13256170	cgi747	NC_133177.1	13251254	13256252	141377825	+
NC_133177.1	13505025	13505229	cgi748	NC_133177.1	13486163	13579986	568316	+
NC_133177.1	13646443	13646978	cgi749	NC_133177.1	13616107	13649673	100007048	-
NC_133177.1	15903260	15903549	cgi750	NC_133177.1	15752590	15905418	103909890	-
NC_133177.1	16219015	16219511	cgi751	NC_133177.1	16180317	16262084	573743	+
NC_133177.1	17723452	17723713	cgi754	NC_133177.1	17708527	17730285	561648	-
NC_133177.1	18194404	18194720	cgi755	NC_133177.1	18141349	18310812	559501	+
NC_133177.1	18622461	18622723	cgi756	NC_133177.1	18566732	18729400	559017	-
NC_133177.1	18726869	18727501	cgi757	NC_133177.1	18566732	18729400	559017	-
NC_133177.1	18828597	18828929	cgi758	NC_133177.1	18826687	18847636	393560	+
NC_133177.1	19194855	19195061	cgi759	NC_133177.1	19167136	19209744	572435	+
NC_133177.1	19194855	19195061	cgi759	NC_133177.1	19193278	19195339	137488415	+
NC_133177.1	19199802	19200022	cgi760	NC_133177.1	19167136	19209744	572435	+
NC_133177.1	19199802	19200022	cgi760	NC_133177.1	19198302	19200378	137488414	+
NC_133177.1	19219954	19220616	cgi761	NC_133177.1	19217945	19241221	100136860	+
NC_133177.1	19288318	19288976	cgi762	NC_133177.1	19257836	19425459	100150892	-
NC_133177.1	19418556	19418811	cgi763	NC_133177.1	19257836	19425459	100150892	-
NC_133177.1	19489089	19489295	cgi764	NC_133177.1	19470652	19492001	326729	-
NC_133177.1	19557137	19557614	cgi765	NC_133177.1	19554812	19561293	560057	+
NC_133177.1	19575276	19575482	cgi766	NC_133177.1	19572339	19614206	101883396	-
NC_133177.1	20065405	20065686	cgi767	NC_133177.1	19987362	20358174	799867	-
NC_133177.1	20103251	20103478	cgi768	NC_133177.1	19987362	20358174	799867	-
NC_133177.1	20200883	20201104	cgi769	NC_133177.1	19987362	20358174	799867	-
NC_133177.1	20300632	20300880	cgi770	NC_133177.1	19987362	20358174	799867	-
NC_133177.1	20355796	20356281	cgi771	NC_133177.1	19987362	20358174	799867	-
NC_133177.1	21181868	21182144	cgi772	NC_133177.1	21109088	21244268	58138	-
NC_133177.1	21242123	21242446	cgi773	NC_133177.1	21109088	21244268	58138	-
NC_133177.1	22521080	22521296	cgi774	NC_133177.1	22518266	22522796	110438161	+
NC_133177.1	22549602	22549868	cgi775	NC_133177.1	22536347	22553472	100006411	-
NC_133177.1	22905569	22905811	cgi776	NC_133177.1	22856399	23161593	405829	-
NC_133177.1	23180050	23180305	cgi777	NC_133177.1	23164282	23189861	137487806	-
NC_133177.1	23766746	23767098	cgi778	NC_133177.1	23764793	23819089	30464	+
NC_133177.1	24190279	24190513	cgi779	NC_133177.1	24188328	24198313	336504	+
NC_133177.1	24312841	24313242	cgi780	NC_133177.1	24310337	24383702	555920	+
NC_133177.1	24390697	24391189	cgi781	NC_133177.1	24387743	24400457	394249	-
NC_133177.1	24394527	24394788	cgi782	NC_133177.1	24387743	24400457	394249	-
NC_133177.1	24398016	24398550	cgi783	NC_133177.1	24387743	24400457	394249	-
NC_133177.1	24398016	24398550	cgi783	NC_133177.1	24395883	24405555	553324	+
NC_133177.1	24452988	24453290	cgi784	NC_133177.1	24450971	24522613	100334247	+
NC_133177.1	24579530	24580379	cgi785	NC_133177.1	24577706	24606776	767676	+
NC_133177.1	24605745	24605992	cgi786	NC_133177.1	24577706	24606776	767676	+
NC_133177.1	24710927	24711511	cgi787	NC_133177.1	24708824	24728044	553816	+
NC_133177.1	24726381	24726656	cgi788	NC_133177.1	24708824	24728044	553816	+
NC_133177.1	24834757	24835122	cgi789	NC_133177.1	24832591	24836867	100003564	+
NC_133177.1	24849662	24849896	cgi790	NC_133177.1	24849229	24856529	325979	-
NC_133177.1	24850434	24850645	cgi791	NC_133177.1	24849229	24856529	325979	-
NC_133177.1	24944623	24944865	cgi792	NC_133177.1	24861092	24963811	569430	+
NC_133177.1	24944623	24944865	cgi792	NC_133177.1	24898935	24992239	141378051	-
NC_133177.1	24962671	24962939	cgi793	NC_133177.1	24861092	24963811	569430	+
NC_133177.1	24962671	24962939	cgi793	NC_133177.1	24898935	24992239	141378051	-
NC_133177.1	24989562	24989901	cgi794	NC_133177.1	24898935	24992239	141378051	-
NC_133177.1	25049801	25050166	cgi795	NC_133177.1	24994747	25052091	569471	-
NC_133177.1	25077055	25077362	cgi796	NC_133177.1	25051128	25079401	140617	-
NC_133177.1	25077055	25077362	cgi796	NC_133177.1	25075090	25108088	550233	+
NC_133177.1	25436854	25437062	cgi797	NC_133177.1	25434817	25544838	573995	-
NC_133177.1	25672869	25673118	cgi798	NC_133177.1	25670918	25735210	571965	+
NC_133177.1	25831345	25831620	cgi799	NC_133177.1	25825446	25833942	103910042	-
NC_133177.1	26016438	26016842	cgi800	NC_133177.1	26005123	26018734	79378	-
NC_133177.1	26552479	26552720	cgi801	NC_133177.1	26550509	26623141	561489	+
NC_133177.1	26964793	26964994	cgi802	NC_133177.1	26953084	27008474	568457	-
NC_133177.1	27030851	27031109	cgi803	NC_133177.1	27028946	27050608	568602	+
NC_133177.1	27260594	27261161	cgi804	NC_133177.1	27184976	27262956	560578	-
NC_133177.1	27678954	27679155	cgi805	NC_133177.1	27649232	27681376	562947	-
NC_133177.1	27704730	27705149	cgi806	NC_133177.1	27702741	27716785	325637	+
NC_133177.1	27712111	27712574	cgi807	NC_133177.1	27702741	27716785	325637	+
NC_133177.1	27762787	27763088	cgi808	NC_133177.1	27742836	27816961	563352	-
NC_133177.1	27762787	27763088	cgi808	NC_133177.1	27759452	27765532	141378158	+
NC_133177.1	27792164	27792903	cgi809	NC_133177.1	27742836	27816961	563352	-
NC_133177.1	27895439	27896050	cgi810	NC_133177.1	27890181	27897944	406332	-
NC_133177.1	28010625	28010836	cgi811	NC_133177.1	27960977	28018969	100534685	+
NC_133177.1	28016830	28017068	cgi812	NC_133177.1	27960977	28018969	100534685	+
NC_133177.1	28270517	28270967	cgi813	NC_133177.1	28268508	28278509	406831	+
NC_133177.1	28353246	28353568	cgi814	NC_133177.1	28351318	28442912	564533	+
NC_133177.1	28876597	28876910	cgi815	NC_133177.1	28647360	28880043	572313	+
NC_133177.1	29267308	29267825	cgi817	NC_133177.1	29196223	29329532	566270	+
NC_133177.1	29398993	29399243	cgi818	NC_133177.1	29396759	29496297	566411	+
NC_133177.1	29517427	29517771	cgi819	NC_133177.1	29515909	29546853	553336	+
NC_133177.1	29579363	29579660	cgi820	NC_133177.1	29531923	29629007	137487469	-
NC_133177.1	29579363	29579660	cgi820	NC_133177.1	29574036	29623102	393573	+
NC_133177.1	29621529	29621735	cgi821	NC_133177.1	29531923	29629007	137487469	-
NC_133177.1	29621529	29621735	cgi821	NC_133177.1	29574036	29623102	393573	+
NC_133177.1	29642315	29642943	cgi822	NC_133177.1	29640405	29783448	30218	+
NC_133177.1	29748103	29748423	cgi823	NC_133177.1	29640405	29783448	30218	+
NC_133177.1	29818755	29819183	cgi824	NC_133177.1	29816620	29833989	563189	+
NC_133177.1	29943966	29944317	cgi825	NC_133177.1	29937784	29945267	445484	-
NC_133177.1	29943966	29944317	cgi825	NC_133177.1	29941758	29950026	326793	+
NC_133177.1	30339792	30339995	cgi826	NC_133177.1	30337889	30435611	567704	+
NC_133177.1	30433862	30434169	cgi827	NC_133177.1	30337889	30435611	567704	+
NC_133177.1	30717375	30717715	cgi828	NC_133177.1	30668310	30719257	568213	+
NC_133177.1	30831220	30831916	cgi829	NC_133177.1	30824719	30836553	141378259	-
NC_133177.1	30831220	30831916	cgi829	NC_133177.1	30829400	30881503	100149522	+
NC_133177.1	30880839	30881184	cgi830	NC_133177.1	30829400	30881503	100149522	+
NC_133177.1	31014060	31014399	cgi831	NC_133177.1	31011875	31129870	777704	-
NC_133177.1	31126828	31127849	cgi832	NC_133177.1	31011875	31129870	777704	-
NC_133177.1	31286320	31286622	cgi833	NC_133177.1	31283898	31286879	286833	+
NC_133177.1	31404128	31404470	cgi834	NC_133177.1	31402390	31457953	541393	-
NC_133177.1	31888940	31889237	cgi836	NC_133177.1	31843004	31889371	568370	+
NC_133177.1	32443027	32443305	cgi837	NC_133177.1	32435152	32444875	30331	-
NC_133177.1	32569292	32569639	cgi838	NC_133177.1	32447202	32656501	569898	+
NC_133177.1	32651087	32651479	cgi839	NC_133177.1	32447202	32656501	569898	+
NC_133177.1	32669601	32669961	cgi840	NC_133177.1	32667458	32670760	368662	+
NC_133177.1	32669601	32669961	cgi840	NC_133177.1	32669385	32685769	110438043	+
NC_133177.1	32936101	32936326	cgi841	NC_133177.1	32933589	32939111	30238	+
NC_133177.1	33010545	33011012	cgi842	NC_133177.1	33005951	33052447	141378339	+
NC_133177.1	33010545	33011012	cgi842	NC_133177.1	33009883	33016768	30444	-
NC_133177.1	33142407	33142686	cgi843	NC_133177.1	33137008	33143940	336710	-
NC_133177.1	33142407	33142686	cgi843	NC_133177.1	33140736	33142826	137488416	-
NC_133177.1	33142407	33142686	cgi843	NC_133177.1	33140275	33145914	378722	+
NC_133177.1	33278842	33279334	cgi844	NC_133177.1	33250104	33285967	556485	-
NC_133177.1	33283397	33283746	cgi845	NC_133177.1	33250104	33285967	556485	-
NC_133177.1	33449548	33449749	cgi846	NC_133177.1	33447612	33487281	100002072	+
NC_133177.1	33559699	33559941	cgi847	NC_133177.1	33514277	33655947	558069	-
NC_133177.1	33920831	33921057	cgi848	NC_133177.1	33918842	33945033	558422	+
NC_133177.1	34041825	34042434	cgi849	NC_133177.1	33987293	34329161	407620	+
NC_133177.1	34442493	34442731	cgi850	NC_133177.1	34427483	34480281	558806	+
NC_133177.1	34776100	34776560	cgi851	NC_133177.1	34774092	34796344	558976	+
NC_133177.1	34927867	34928474	cgi852	NC_133177.1	34926069	34976769	323738	+
NC_133177.1	34987280	34988419	cgi853	NC_133177.1	34982312	34988438	141378369	-
NC_133177.1	34987280	34988419	cgi853	NC_133177.1	34984760	34988851	393141	+
NC_133177.1	34987280	34988419	cgi853	NC_133177.1	34988175	35068643	101886418	+
NC_133177.1	35326513	35326844	cgi854	NC_133177.1	35234791	35328734	100170829	-
NC_133177.1	35357715	35358054	cgi855	NC_133177.1	35328168	35359992	393978	-
NC_133177.1	35456500	35456735	cgi856	NC_133177.1	35446411	35458700	564788	-
NC_133177.1	35529167	35529618	cgi857	NC_133177.1	35485351	35531520	564652	-
NC_133177.1	35709105	35709400	cgi858	NC_133177.1	35603944	35770200	553366	+
NC_133177.1	35709105	35709400	cgi858	NC_133177.1	35644216	35711480	564177	-
NC_133177.1	35739574	35739776	cgi859	NC_133177.1	35603944	35770200	553366	+
NC_133177.1	35739574	35739776	cgi859	NC_133177.1	35732132	35741888	494090	-
NC_133177.1	36012211	36012709	cgi860	NC_133177.1	35835719	36189789	561654	+
NC_133177.1	36121505	36121823	cgi861	NC_133177.1	35835719	36189789	561654	+
NC_133177.1	36429947	36430172	cgi862	NC_133177.1	36427672	36440596	541359	+
NC_133177.1	36659502	36659853	cgi863	NC_133177.1	36653749	36661762	321724	-
NC_133177.1	36966030	36966431	cgi864	NC_133177.1	36927287	36977629	141378372	+
NC_133177.1	36966030	36966431	cgi864	NC_133177.1	36942104	36968529	30181	-
NC_133177.1	37546533	37547093	cgi865	NC_133177.1	37544557	37957104	791157	+
NC_133177.1	38092171	38092471	cgi866	NC_133177.1	37960909	38094339	567038	-
NC_133177.1	38092171	38092471	cgi866	NC_133177.1	38089959	38113385	100037391	+
NC_133177.1	38579444	38579706	cgi867	NC_133177.1	38577320	38587458	334202	+
NC_133177.1	38591454	38591661	cgi868	NC_133177.1	38588859	38593754	793976	-
NC_133177.1	38591454	38591661	cgi868	NC_133177.1	38588607	38707580	553808	+
NC_133177.1	38857075	38857551	cgi869	NC_133177.1	38854908	38955449	286832	+
NC_133177.1	39016948	39017280	cgi870	NC_133177.1	39002685	39019162	336257	-
NC_133177.1	39022646	39022918	cgi871	NC_133177.1	39020721	39055645	565575	+
NC_133177.1	39053167	39053554	cgi872	NC_133177.1	39020721	39055645	565575	+
NC_133177.1	39643719	39643925	cgi873	NC_133177.1	39643298	39655059	326088	-
NC_133177.1	39652602	39653143	cgi874	NC_133177.1	39643298	39655059	326088	-
NC_133177.1	39841506	39841884	cgi875	NC_133177.1	39839553	39874266	100321107	+
NC_133177.1	39871640	39871922	cgi876	NC_133177.1	39839553	39874266	100321107	+
NC_133177.1	40022785	40023413	cgi877	NC_133177.1	39969777	40025025	436670	-
NC_133177.1	40238484	40238765	cgi878	NC_133177.1	40222200	40238927	563660	+
NC_133177.1	40269740	40270126	cgi879	NC_133177.1	40267175	40270247	100007673	+
NC_133177.1	40497351	40497555	cgi880	NC_133177.1	40495359	40513117	562194	-
NC_133177.1	40649730	40650000	cgi881	NC_133177.1	40565069	40672561	245699	-
NC_133177.1	40672968	40673193	cgi882	NC_133177.1	40672107	40702238	322115	-
NC_133177.1	40771000	40771472	cgi883	NC_133177.1	40764718	40775984	561899	+
NC_133177.1	40813436	40813715	cgi884	NC_133177.1	40792549	40827907	561682	-
NC_133177.1	40850270	40850540	cgi885	NC_133177.1	40848290	40870406	100007906	+
NC_133177.1	40850270	40850540	cgi885	NC_133177.1	40848290	40850596	494481	+
NC_133177.1	40897478	40898047	cgi886	NC_133177.1	40890436	40900232	406256	-
NC_133177.1	40897478	40898047	cgi886	NC_133177.1	40896327	40901962	100144567	+
NC_133177.1	41079480	41079838	cgi887	NC_133177.1	40910843	41112212	100008009	-
NC_133177.1	41079480	41079838	cgi887	NC_133177.1	41077405	41090082	559922	+
NC_133177.1	41088687	41089000	cgi888	NC_133177.1	40910843	41112212	100008009	-
NC_133177.1	41088687	41089000	cgi888	NC_133177.1	41077405	41090082	559922	+
NC_133177.1	41141470	41141762	cgi889	NC_133177.1	41111393	41143522	568214	-
NC_133177.1	41229835	41230094	cgi890	NC_133177.1	41221796	41251365	368893	-
NC_133177.1	41248674	41249443	cgi891	NC_133177.1	41221796	41251365	368893	-
NC_133177.1	41248674	41249443	cgi891	NC_133177.1	41247409	41253991	368892	+
NC_133177.1	41386851	41387069	cgi892	NC_133177.1	41366331	41389061	368664	-
NC_133177.1	41386851	41387069	cgi892	NC_133177.1	41386957	41392096	137488018	+
NC_133177.1	41471018	41471334	cgi893	NC_133177.1	41468458	41737555	100007192	+
NC_133177.1	41617432	41617694	cgi894	NC_133177.1	41468458	41737555	100007192	+
NC_133177.1	41627676	41627949	cgi895	NC_133177.1	41468458	41737555	100007192	+
NC_133177.1	41653615	41653928	cgi896	NC_133177.1	41468458	41737555	100007192	+
NC_133177.1	41767030	41767248	cgi897	NC_133177.1	41739456	41915625	100537031	+
NC_133177.1	42134165	42134479	cgi898	NC_133177.1	42132185	42579624	100125749	+
NC_133177.1	42488312	42488565	cgi899	NC_133177.1	42132185	42579624	100125749	+
NC_133177.1	42488312	42488565	cgi899	NC_133177.1	42282265	42755388	141378646	-
NC_133177.1	42786854	42787296	cgi900	NC_133177.1	42759305	42789203	436940	-
NC_133177.1	43164432	43164653	cgi901	NC_133177.1	43096378	43166585	64271	-
NC_133177.1	43168225	43168544	cgi902	NC_133177.1	43165450	43222222	557261	-
NC_133177.1	43382461	43382694	cgi903	NC_133177.1	43348962	43598962	64270	+
NC_133177.1	43942909	43943569	cgi904	NC_133177.1	43938805	44167221	553162	-
NC_133177.1	44164498	44165304	cgi905	NC_133177.1	43938805	44167221	553162	-
NC_133177.1	44876193	44876513	cgi906	NC_133177.1	44874187	44920493	436923	+
NC_133177.1	45059203	45059521	cgi907	NC_133177.1	45028871	45060268	570598	-
NC_133177.1	45059203	45059521	cgi907	NC_133177.1	45057227	45072305	570582	+
NC_133177.1	45060476	45060721	cgi908	NC_133177.1	45057227	45072305	570582	+
NC_133177.1	45066818	45067260	cgi909	NC_133177.1	45057227	45072305	570582	+
NC_133177.1	45119681	45120055	cgi910	NC_133177.1	45115888	45121706	796284	+
NC_133177.1	45188350	45188729	cgi911	NC_133177.1	45171051	45190743	324303	-
NC_133177.1	45188350	45188729	cgi911	NC_133177.1	45186586	45204216	570409	+
NC_133177.1	45191448	45191768	cgi912	NC_133177.1	45186586	45204216	570409	+
NC_133177.1	45204989	45205215	cgi913	NC_133177.1	45202797	45211777	552940	+
NC_133177.1	45344541	45344895	cgi914	NC_133177.1	45339933	45351270	570117	-
NC_133177.1	45348820	45349166	cgi915	NC_133177.1	45339933	45351270	570117	-
NC_133177.1	45364289	45364586	cgi916	NC_133177.1	45350267	45366504	334050	-
NC_133177.1	45398976	45399990	cgi917	NC_133177.1	45371780	45401894	570033	-
NC_133177.1	45539137	45539960	cgi918	NC_133177.1	45464504	45541969	570012	-
NC_133177.1	45627243	45627860	cgi919	NC_133177.1	45543034	45629743	569986	-
NC_133177.1	45647708	45648637	cgi920	NC_133177.1	45645741	45659026	798174	+
NC_133177.1	45685590	45685902	cgi921	NC_133177.1	45660390	45757680	569779	-
NC_133177.1	45755458	45755783	cgi922	NC_133177.1	45660390	45757680	569779	-
NC_133177.1	45755458	45755783	cgi922	NC_133177.1	45748747	45764234	569723	+
NC_133177.1	45797360	45797571	cgi923	NC_133177.1	45763546	45824527	141378661	-
NC_133177.1	45797360	45797571	cgi923	NC_133177.1	45772775	45799250	569631	+
NC_133177.1	45827187	45827627	cgi924	NC_133177.1	45827037	45987977	100148976	-
NC_133177.1	45946366	45947546	cgi925	NC_133177.1	45827037	45987977	100148976	-
NC_133177.1	45950144	45950457	cgi926	NC_133177.1	45827037	45987977	100148976	-
NC_133177.1	46104616	46104873	cgi927	NC_133177.1	46088800	46108653	568941	-
NC_133177.1	46147874	46148300	cgi928	NC_133177.1	46144478	46232261	799747	-
NC_133177.1	46228676	46229214	cgi929	NC_133177.1	46144478	46232261	799747	-
NC_133177.1	46351617	46352018	cgi930	NC_133177.1	46349685	46534884	403050	+
